codigo_unidade_gestora;codigo_unidade_orcamentaria;numero_empenho;classificacao;data_empenho;codigo_credor;nome_credor;valor_contratado;valor_pago
201157;02020;'0000951;339039;06/03/2024;'00000000280704;BANCO DO BRASIL S/A;66.8;66.8
201157;02020;'0000978;339039;07/03/2024;'00000000280704;BANCO DO BRASIL S/A;121.2;121.2
201157;02020;'0001013;339039;08/03/2024;'00000000280704;BANCO DO BRASIL S/A;36.0;36.0
201157;02020;'0001017;339039;08/03/2024;'00000000280704;BANCO DO BRASIL S/A;99.6;99.6
201157;02020;'0001039;339039;11/03/2024;'00000000280704;BANCO DO BRASIL S/A;108.0;108.0
201157;02020;'0001040;339039;11/03/2024;'00000000280704;BANCO DO BRASIL S/A;119.0;119.0
201157;02020;'0001051;339039;12/03/2024;'00000000280704;BANCO DO BRASIL S/A;24.0;24.0
201157;02020;'0001052;339039;12/03/2024;'00000000280704;BANCO DO BRASIL S/A;93.2;93.2
201157;02020;'0001091;339039;13/03/2024;'00000000280704;BANCO DO BRASIL S/A;336.0;336.0
201157;02020;'0001093;339039;13/03/2024;'00000000280704;BANCO DO BRASIL S/A;99.6;99.6
201157;02020;'0001105;339039;14/03/2024;'00000000280704;BANCO DO BRASIL S/A;72.0;72.0
201157;02020;'0001106;339039;14/03/2024;'00000000280704;BANCO DO BRASIL S/A;25.8;25.8
201157;02020;'0001128;339039;15/03/2024;'00000000280704;BANCO DO BRASIL S/A;69.2;69.2
201157;02020;'0001143;339039;18/03/2024;'00000000280704;BANCO DO BRASIL S/A;120.0;120.0
201157;02020;'0001145;339039;18/03/2024;'00000000280704;BANCO DO BRASIL S/A;51.2;51.2
201157;02020;'0001168;339039;19/03/2024;'00000000280704;BANCO DO BRASIL S/A;78.4;78.4
201157;02020;'0001189;339039;20/03/2024;'00000000280704;BANCO DO BRASIL S/A;36.4;36.4
201157;02020;'0001195;339039;21/03/2024;'00000000280704;BANCO DO BRASIL S/A;24.0;24.0
201157;02020;'0001200;339039;21/03/2024;'00000000280704;BANCO DO BRASIL S/A;87.6;87.6
201157;02020;'0001213;339039;22/03/2024;'00000000280704;BANCO DO BRASIL S/A;24.0;24.0
201157;02020;'0001215;339039;22/03/2024;'00000000280704;BANCO DO BRASIL S/A;71.0;71.0
201157;02020;'0001243;339039;25/03/2024;'00000000280704;BANCO DO BRASIL S/A;24.0;24.0
201157;02020;'0001254;339039;26/03/2024;'00000000280704;BANCO DO BRASIL S/A;24.0;24.0
201157;02020;'0001427;339039;01/04/2024;'00000000280704;BANCO DO BRASIL S/A;193.2;193.2
201157;02020;'0001428;339039;01/04/2024;'00000000280704;BANCO DO BRASIL S/A;5.7;5.7
201157;02020;'0001440;339039;02/04/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02020;'0001441;339039;02/04/2024;'00000000280704;BANCO DO BRASIL S/A;157.8;157.8
201157;02020;'0001911;339039;19/04/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02020;'0001912;339039;19/04/2024;'00000000280704;BANCO DO BRASIL S/A;12.45;12.45
201157;02020;'0001914;339039;19/04/2024;'00000000280704;BANCO DO BRASIL S/A;84.0;84.0
201157;02020;'0001928;339039;22/04/2024;'00000000280704;BANCO DO BRASIL S/A;6.87;6.87
201157;02020;'0001951;339039;23/04/2024;'00000000280704;BANCO DO BRASIL S/A;18.32;18.32
201157;02020;'0001961;339039;24/04/2024;'00000000280704;BANCO DO BRASIL S/A;9.16;9.16
201157;02020;'0001962;339039;24/04/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02020;'0001963;339039;24/04/2024;'00000000280704;BANCO DO BRASIL S/A;36.0;36.0
201157;02020;'0001983;339039;25/04/2024;'00000000280704;BANCO DO BRASIL S/A;17.74;17.74
201157;02020;'0001984;339039;25/04/2024;'00000000280704;BANCO DO BRASIL S/A;36.0;36.0
201157;02020;'0002045;339039;26/04/2024;'00000000280704;BANCO DO BRASIL S/A;11.45;11.45
201157;02020;'0002046;339039;26/04/2024;'00000000280704;BANCO DO BRASIL S/A;36.0;36.0
201157;02020;'0002047;339039;26/04/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02020;'0002104;339039;29/04/2024;'00000000280704;BANCO DO BRASIL S/A;6.87;6.87
201157;02040;'0002105;339039;29/04/2024;'00000000280704;BANCO DO BRASIL S/A;36.0;36.0
201157;02020;'0002126;339039;30/04/2024;'00000000280704;BANCO DO BRASIL S/A;9.16;9.16
201157;02020;'0002127;339039;30/04/2024;'00000000280704;BANCO DO BRASIL S/A;84.0;84.0
201157;02040;'0001493;339039;03/04/2024;'00000000280704;BANCO DO BRASIL S/A;36.0;36.0
201157;02020;'0001494;339039;03/04/2024;'00000000280704;BANCO DO BRASIL S/A;43.8;43.8
201157;02020;'0001495;339039;03/04/2024;'00000000280704;BANCO DO BRASIL S/A;48.0;48.0
201157;02020;'0001532;339039;04/04/2024;'00000000280704;BANCO DO BRASIL S/A;71.0;71.0
201157;02020;'0001533;339039;04/04/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02020;'0001553;339039;05/04/2024;'00000000280704;BANCO DO BRASIL S/A;24.0;24.0
201157;02020;'0001555;339039;05/04/2024;'00000000280704;BANCO DO BRASIL S/A;97.41;97.41
201157;02020;'0001556;339039;05/04/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02020;'0001559;339039;08/04/2024;'00000000280704;BANCO DO BRASIL S/A;20.03;20.03
201157;02020;'0001562;339039;08/04/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02020;'0001580;339039;09/04/2024;'00000000280704;BANCO DO BRASIL S/A;26.61;26.61
201157;02020;'0001612;339039;10/04/2024;'00000000280704;BANCO DO BRASIL S/A;504.0;504.0
201157;02020;'0001614;339039;10/04/2024;'00000000280704;BANCO DO BRASIL S/A;24.0;24.0
201157;02020;'0001615;339039;10/04/2024;'00000000280704;BANCO DO BRASIL S/A;17.58;17.58
201157;02020;'0001673;339039;11/04/2024;'00000000280704;BANCO DO BRASIL S/A;72.0;72.0
201157;02020;'0001674;339039;11/04/2024;'00000000280704;BANCO DO BRASIL S/A;56.67;56.67
201157;02020;'0001726;339039;12/04/2024;'00000000280704;BANCO DO BRASIL S/A;120.0;120.0
201157;02020;'0001727;339039;12/04/2024;'00000000280704;BANCO DO BRASIL S/A;32.19;32.19
201157;02020;'0001819;339039;15/04/2024;'00000000280704;BANCO DO BRASIL S/A;72.0;72.0
201157;02020;'0001821;339039;15/04/2024;'00000000280704;BANCO DO BRASIL S/A;13.74;13.74
201157;02020;'0001848;339039;16/04/2024;'00000000280704;BANCO DO BRASIL S/A;108.0;108.0
201157;02020;'0001849;339039;16/04/2024;'00000000280704;BANCO DO BRASIL S/A;22.03;22.03
201157;02050;'0001850;339039;16/04/2024;'00000000280704;BANCO DO BRASIL S/A;96.0;96.0
201157;02020;'0001860;339039;17/04/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02020;'0001861;339039;17/04/2024;'00000000280704;BANCO DO BRASIL S/A;3.29;3.29
201157;02020;'0001876;339039;18/04/2024;'00000000280704;BANCO DO BRASIL S/A;21.32;21.32
201157;02020;'0001877;339039;18/04/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02020;'0002140;339039;02/05/2024;'00000000280704;BANCO DO BRASIL S/A;5.7;5.7
201157;02020;'0002141;339039;02/05/2024;'00000000280704;BANCO DO BRASIL S/A;47.64;47.64
201157;02020;'0002157;339039;03/05/2024;'00000000280704;BANCO DO BRASIL S/A;108.0;108.0
201157;02020;'0002158;339039;03/05/2024;'00000000280704;BANCO DO BRASIL S/A;46.35;46.35
201157;02020;'0002596;339039;17/05/2024;'00000000280704;BANCO DO BRASIL S/A;48.0;48.0
201157;02020;'0002597;339039;17/05/2024;'00000000280704;BANCO DO BRASIL S/A;13.16;13.16
201157;02020;'0002602;339039;20/05/2024;'00000000280704;BANCO DO BRASIL S/A;108.0;108.0
201157;02020;'0002603;339039;20/05/2024;'00000000280704;BANCO DO BRASIL S/A;4.58;4.58
201157;02040;'0002604;339039;20/05/2024;'00000000280704;BANCO DO BRASIL S/A;48.0;48.0
201157;02020;'0002638;339039;21/05/2024;'00000000280704;BANCO DO BRASIL S/A;4.58;4.58
201157;02020;'0002639;339039;21/05/2024;'00000000280704;BANCO DO BRASIL S/A;0.0;0.03
201157;02020;'0002672;339039;22/05/2024;'00000000280704;BANCO DO BRASIL S/A;4.58;4.58
201157;02020;'0002673;339039;22/05/2024;'00000000280704;BANCO DO BRASIL S/A;16.03;16.03
201157;02020;'0002674;339039;22/05/2024;'00000000280704;BANCO DO BRASIL S/A;72.0;72.0
201157;02020;'0002690;339039;23/05/2024;'00000000280704;BANCO DO BRASIL S/A;10.91;10.91
201157;02020;'0002691;339039;23/05/2024;'00000000280704;BANCO DO BRASIL S/A;0.0;0.03
201157;02020;'0002711;339039;24/05/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02020;'0002712;339039;24/05/2024;'00000000280704;BANCO DO BRASIL S/A;20.32;20.32
201157;02020;'0002780;339039;27/05/2024;'00000000280704;BANCO DO BRASIL S/A;24.0;24.0
201157;02020;'0002781;339039;27/05/2024;'00000000280704;BANCO DO BRASIL S/A;12.16;12.16
201157;02020;'0002782;339039;27/05/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02020;'0002860;339039;28/05/2024;'00000000280704;BANCO DO BRASIL S/A;24.0;24.0
201157;02020;'0002863;339039;28/05/2024;'00000000280704;BANCO DO BRASIL S/A;18.32;18.32
201157;02020;'0002868;339039;28/05/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02040;'0002876;339039;28/05/2024;'00000000280704;BANCO DO BRASIL S/A;24.0;24.0
201157;02020;'0002901;339039;29/05/2024;'00000000280704;BANCO DO BRASIL S/A;19.03;19.03
201157;02020;'0002902;339039;29/05/2024;'00000000280704;BANCO DO BRASIL S/A;120.0;120.0
201157;02020;'0002903;339039;29/05/2024;'00000000280704;BANCO DO BRASIL S/A;264.0;264.0
201157;02040;'0002905;339039;29/05/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02020;'0002906;339039;29/05/2024;'00000000280704;BANCO DO BRASIL S/A;72.0;72.0
201157;02020;'0002916;339039;31/05/2024;'00000000280704;BANCO DO BRASIL S/A;13.41;13.41
201157;02020;'0002201;339039;06/05/2024;'00000000280704;BANCO DO BRASIL S/A;22.03;22.03
201157;02020;'0002269;339039;07/05/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02020;'0002270;339039;07/05/2024;'00000000280704;BANCO DO BRASIL S/A;26.61;26.61
201157;02020;'0002294;339039;08/05/2024;'00000000280704;BANCO DO BRASIL S/A;36.0;36.0
201157;02020;'0002295;339039;08/05/2024;'00000000280704;BANCO DO BRASIL S/A;60.0;60.0
201157;02050;'0002296;339039;08/05/2024;'00000000280704;BANCO DO BRASIL S/A;216.0;216.0
201157;02020;'0002391;339039;09/05/2024;'00000000280704;BANCO DO BRASIL S/A;360.0;360.0
201157;02020;'0002393;339039;09/05/2024;'00000000280704;BANCO DO BRASIL S/A;20.32;20.32
201157;02020;'0002394;339039;09/05/2024;'00000000280704;BANCO DO BRASIL S/A;15.74;15.74
201157;02040;'0002398;339039;09/05/2024;'00000000280704;BANCO DO BRASIL S/A;36.0;36.0
201157;02020;'0002451;339039;10/05/2024;'00000000280704;BANCO DO BRASIL S/A;252.0;252.0
201157;02020;'0002453;339039;10/05/2024;'00000000280704;BANCO DO BRASIL S/A;36.77;36.77
201157;02020;'0002454;339039;10/05/2024;'00000000280704;BANCO DO BRASIL S/A;24.0;24.0
201157;02020;'0002456;339039;10/05/2024;'00000000280704;BANCO DO BRASIL S/A;24.0;24.0
201157;02020;'0002462;339039;10/05/2024;'00000000280704;BANCO DO BRASIL S/A;36.0;36.0
201157;02040;'0002467;339039;10/05/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02020;'0002476;339039;13/05/2024;'00000000280704;BANCO DO BRASIL S/A;36.0;36.0
201157;02020;'0002477;339039;13/05/2024;'00000000280704;BANCO DO BRASIL S/A;16.74;16.74
201157;02020;'0002478;339039;13/05/2024;'00000000280704;BANCO DO BRASIL S/A;48.0;48.0
201157;02020;'0002513;339039;14/05/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02020;'0002514;339039;14/05/2024;'00000000280704;BANCO DO BRASIL S/A;24.0;24.0
201157;02020;'0002515;339039;14/05/2024;'00000000280704;BANCO DO BRASIL S/A;28.19;28.19
201157;02020;'0002548;339039;15/05/2024;'00000000280704;BANCO DO BRASIL S/A;96.0;96.0
201157;02020;'0002549;339039;15/05/2024;'00000000280704;BANCO DO BRASIL S/A;28.03;28.03
201157;02020;'0002570;339039;16/05/2024;'00000000280704;BANCO DO BRASIL S/A;108.0;108.0
201157;02020;'0002571;339039;16/05/2024;'00000000280704;BANCO DO BRASIL S/A;28.19;28.19
201157;02020;'0002572;339039;16/05/2024;'00000000280704;BANCO DO BRASIL S/A;84.0;84.0
201157;02040;'0002573;339039;16/05/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02020;'0002922;339039;03/06/2024;'00000000280704;BANCO DO BRASIL S/A;17.7;17.7
201157;02020;'0002923;339039;03/06/2024;'00000000280704;BANCO DO BRASIL S/A;48.61;48.61
201157;02020;'0002925;339039;03/06/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02040;'0002927;339039;03/06/2024;'00000000280704;BANCO DO BRASIL S/A;12.0;12.0
201157;02020;'0002938;339039;03/06/2024;'00000000280704;BANCO DO BRASIL S/A;24.0;24.0
201157;02020;'0003372;339039;11/06/2024;'00000000280704;BANCO DO BRASIL S/A;11.72;11.72
201157;02020;'0003373;339039;11/06/2024;'00000000280704;BANCO DO BRASIL S/A;70.32;70.32
201157;02020;'0003374;339039;11/06/2024;'00000000280704;BANCO DO BRASIL S/A;339.88;339.88
201157;02020;'0003375;339039;11/06/2024;'00000000280704;BANCO DO BRASIL S/A;11.72;11.72
201157;02020;'0003376;339039;11/06/2024;'00000000280704;BANCO DO BRASIL S/A;35.04;35.04
201157;02040;'0003377;339039;11/06/2024;'00000000280704;BANCO DO BRASIL S/A;11.72;11.72
201157;02020;'0003399;339039;12/06/2024;'00000000280704;BANCO DO BRASIL S/A;187.52;187.52
201157;02020;'0003403;339039;12/06/2024;'00000000280704;BANCO DO BRASIL S/A;37.33;37.33
201157;02020;'0003411;339039;13/06/2024;'00000000280704;BANCO DO BRASIL S/A;11.72;11.72
201157;02020;'0003413;339039;13/06/2024;'00000000280704;BANCO DO BRASIL S/A;48.64;48.64
201157;02020;'0003414;339039;13/06/2024;'00000000280704;BANCO DO BRASIL S/A;11.72;11.72
201157;02020;'0003422;339039;14/06/2024;'00000000280704;BANCO DO BRASIL S/A;41.06;41.06
201157;02020;'0003433;339039;17/06/2024;'00000000280704;BANCO DO BRASIL S/A;23.44;23.44
201157;02020;'0003434;339039;17/06/2024;'00000000280704;BANCO DO BRASIL S/A;22.32;22.32
201157;02020;'0003435;339039;17/06/2024;'00000000280704;BANCO DO BRASIL S/A;11.72;11.72
201157;02020;'0003459;339039;18/06/2024;'00000000280704;BANCO DO BRASIL S/A;11.72;11.72
201157;02020;'0003460;339039;18/06/2024;'00000000280704;BANCO DO BRASIL S/A;28.9;28.9
201157;02020;'0003461;339039;18/06/2024;'00000000280704;BANCO DO BRASIL S/A;23.44;23.44
201157;02020;'0003489;339039;19/06/2024;'00000000280704;BANCO DO BRASIL S/A;11.16;11.16
201157;02020;'0003491;339039;19/06/2024;'00000000280704;BANCO DO BRASIL S/A;35.16;35.16
201157;02020;'0003494;339039;19/06/2024;'00000000280704;BANCO DO BRASIL S/A;11.72;11.72
201157;02020;'0003536;339039;20/06/2024;'00000000280704;BANCO DO BRASIL S/A;10.16;10.16
201157;02020;'0003537;339039;20/06/2024;'00000000280704;BANCO DO BRASIL S/A;35.16;35.16
201157;02040;'0003541;339039;20/06/2024;'00000000280704;BANCO DO BRASIL S/A;11.72;11.72
201157;02020;'0003009;339039;04/06/2024;'00000000280704;BANCO DO BRASIL S/A;18.32;18.32
201157;02020;'0003010;339039;04/06/2024;'00000000280704;BANCO DO BRASIL S/A;195.84;195.84
201157;02020;'0003012;339039;04/06/2024;'00000000280704;BANCO DO BRASIL S/A;11.52;11.52
201157;02020;'0003171;339039;05/06/2024;'00000000280704;BANCO DO BRASIL S/A;35.16;35.16
201157;02020;'0003175;339039;05/06/2024;'00000000280704;BANCO DO BRASIL S/A;117.2;117.2
201157;02020;'0003176;339039;05/06/2024;'00000000280704;BANCO DO BRASIL S/A;4.58;4.58
201157;02020;'0003180;339039;05/06/2024;'00000000280704;BANCO DO BRASIL S/A;23.44;23.44
201157;02020;'0003255;339039;06/06/2024;'00000000280704;BANCO DO BRASIL S/A;58.6;58.6
201157;02020;'0003257;339039;06/06/2024;'00000000280704;BANCO DO BRASIL S/A;9.16;9.16
201157;02020;'0003259;339039;06/06/2024;'00000000280704;BANCO DO BRASIL S/A;11.72;11.72
201157;02020;'0003260;339039;06/06/2024;'00000000280704;BANCO DO BRASIL S/A;46.88;46.88
201157;02050;'0003261;339039;06/06/2024;'00000000280704;BANCO DO BRASIL S/A;140.64;140.64
201157;02020;'0003275;339039;07/06/2024;'00000000280704;BANCO DO BRASIL S/A;82.04;82.04
201157;02020;'0003277;339039;07/06/2024;'00000000280704;BANCO DO BRASIL S/A;53.19;53.19
201157;02020;'0003279;339039;07/06/2024;'00000000280704;BANCO DO BRASIL S/A;82.04;82.04
201157;02040;'0003293;339039;07/06/2024;'00000000280704;BANCO DO BRASIL S/A;11.72;11.72
201157;02020;'0003338;339039;10/06/2024;'00000000280704;BANCO DO BRASIL S/A;281.28;281.28
201157;02020;'0003339;339039;10/06/2024;'00000000280704;BANCO DO BRASIL S/A;82.04;82.04
201157;02020;'0003340;339039;10/06/2024;'00000000280704;BANCO DO BRASIL S/A;6.87;6.87
201157;02020;'0003341;339039;10/06/2024;'00000000280704;BANCO DO BRASIL S/A;35.16;35.16
